station_name,embayment,longitude,latitude,sample_date,dissolved oxygen,ph,water temp,time,chlorophyll-a
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.384,7.9409,30.1274,3:01:00,6.3646
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,1.9136,7.8212,30.0843,4:01:00,5.3966
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.0096,7.8275,30.0522,5:01:00,4.9489
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,1.88,7.7645,30.0441,6:01:00,4.2108
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,1.8848,7.7582,30.0282,7:01:00,3.9083
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,1.9376,7.7897,30.082,8:01:00,3.4485
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,1.6496,7.7519,30.1042,9:01:00,3.4243
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.3072,7.796,30.232,10:01:00,3.5453
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.7248,7.8401,30.5375,11:01:00,3.2307
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,3.5072,7.8464,30.7283,12:01:00,4.0414
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,5.1632,7.9598,31.2088,13:01:00,4.6101
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,5.9312,8.0102,31.15,15:01:00,5.5902
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,7.9664,8.0543,31.2362,16:01:00,6.9454
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,6.2144,8.0102,31.0591,17:01:00,7.6835
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,5.1872,7.9661,30.8889,18:01:00,6.776
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.8016,7.8905,30.5628,20:01:00,5.3724
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.0624,7.796,30.5449,21:01:00,4.7795
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.2304,7.8086,30.4445,22:01:00,4.4407
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-13,2.6288,7.8464,30.0913,23:01:00,4.5617
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.976,7.8023,30.1166,0:01:00,4.3681
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.5104,7.8212,29.7829,1:01:00,3.4001
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,2.048,7.7708,30.2744,2:01:00,4.2229
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,2.3888,7.796,30.4125,3:01:00,4.0656
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.8896,7.8023,30.3885,4:01:00,3.993
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.5296,7.7771,30.4065,5:01:00,4.3197
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.4576,7.7771,30.0469,6:01:00,3.751
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,1.9664,7.8086,30.119,7:01:00,3.8962
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,2.2448,7.796,30.3108,8:01:00,3.4848
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,3.9392,7.8968,30.4759,9:01:00,4.2108
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,3.104,7.859,31.0027,10:01:00,3.7026
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,4.6592,7.922,31.5078,11:01:00,3.8478
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,5.1152,7.9535,31.7432,12:01:00,3.7268
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,5.4896,7.9598,31.7929,13:01:00,3.9083
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,6.6368,8.0228,32.1364,14:01:00,4.9852
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,7.4288,8.048,31.6909,15:01:00,5.5297
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,7.4,8.0417,31.7182,16:01:00,6.3525
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,8.1488,8.0606,31.8004,17:01:00,6.1831
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,5.8544,7.9535,31.453,19:01:00,5.6144
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,3.3248,7.8212,31.287,20:01:00,4.6464
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,4.2128,7.8842,31.0588,21:01:00,4.5496
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,3.104,7.796,30.9952,22:01:00,4.3197
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-14,2.432,7.7582,30.9952,23:01:00,4.2229
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.8272,7.7582,30.9036,0:01:00,3.8841
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.5488,7.733,30.848,1:01:00,4.1866
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.936,7.7582,30.7294,2:01:00,3.9567
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.8256,7.7834,30.6314,3:01:00,3.7268
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.4528,7.7141,30.6037,4:01:00,3.5574
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.5968,7.7204,30.5436,5:01:00,3.5453
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.9328,7.7141,30.5026,6:01:00,3.4001
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.5104,7.7204,30.489,7:01:00,3.6179
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.9616,7.7519,30.5529,8:01:00,3.4848
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.4848,7.7456,30.6446,9:01:00,3.6905
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.8784,7.7519,30.9156,10:01:00,3.8478
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,3.1472,7.7708,31.1383,11:01:00,3.993
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,3.968,7.8023,31.3673,12:01:00,3.7147
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.2016,7.7393,31.0274,13:01:00,4.3197
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,3.176,7.7645,30.9087,14:01:00,4.5254
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.5664,7.733,30.8809,15:01:00,4.7432
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.6192,7.6826,30.772,16:01:00,5.6144
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.8944,7.6952,30.7423,17:01:00,4.477
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.3984,7.67,30.6825,18:01:00,4.5617
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.88,7.6511,30.6564,19:01:00,4.3439
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.184,7.67,30.6169,20:01:00,4.4165
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,2.1968,7.7141,30.6012,21:01:00,4.1866
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-15,1.4816,7.6826,30.4722,23:01:00,4.4407
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.8816,7.6574,30.4406,0:01:00,3.9083
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.9488,7.6385,30.3609,1:01:00,3.9083
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.9296,7.6511,30.242,2:01:00,3.8357
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.7024,7.6574,30.204,3:01:00,4.0172
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.9344,7.6574,30.1296,4:01:00,3.8357
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.0016,7.6385,30.0816,5:01:00,3.3396
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.4736,7.6007,30.018,6:01:00,3.4243
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.584,7.6007,29.9722,7:01:00,2.9887
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.9056,7.5818,29.9838,8:01:00,3.0976
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.8096,7.5692,30.0416,9:01:00,3.3154
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,0.7136,7.5755,30.1955,10:01:00,3.4485
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.4624,7.5503,30.2462,11:01:00,3.4727
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.2608,7.5818,30.3084,12:01:00,3.2791
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.2176,7.5881,30.4492,13:01:00,3.6421
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,2.6432,7.6763,30.6711,14:01:00,3.4727
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.2896,7.6133,30.5788,15:01:00,4.2713
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,3.248,7.7141,30.5679,16:01:00,5.9532
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,4.7216,7.7519,30.5071,17:01:00,6.0258
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,3.9488,7.7834,30.4285,18:01:00,6.292
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,2.4272,7.67,30.3644,19:01:00,5.4571
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.4288,7.6448,30.2978,20:01:00,4.7916
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,2.1296,7.7267,30.1716,21:01:00,5.1667
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.256,7.6637,30.1277,22:01:00,4.4528
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-16,1.3472,7.6385,30.0318,23:01:00,4.2229
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.1744,7.6385,30.0159,0:01:00,4.0172
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.3088,7.6322,29.9421,1:01:00,4.0051
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.3344,7.5692,29.8578,2:01:00,3.4848
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.5696,7.607,29.7874,3:01:00,3.7389
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.5776,7.6322,29.752,4:01:00,4.235
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.536,7.6259,29.7059,5:01:00,3.4848
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.9632,7.6385,29.6548,6:01:00,3.5332
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.8144,7.6196,29.6374,7:01:00,3.5574
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.2992,7.607,29.632,8:01:00,3.2428
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.0688,7.544,29.6118,9:01:00,3.388
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.7504,7.6259,29.8653,10:01:00,3.5332
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,2.0768,7.6637,30.0293,11:01:00,3.7268
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,2.8736,7.6259,30.1505,12:01:00,4.0535
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,3.5024,7.67,30.3176,13:01:00,4.1019
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.8416,7.6511,30.2352,14:01:00,4.0777
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,2.2976,7.6889,29.9618,15:01:00,5.6265
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.9904,7.6448,29.916,16:01:00,4.8037
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,2.072,7.7456,29.3912,18:01:00,4.6222
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.0736,7.7204,29.2518,19:01:00,4.3802
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.2368,7.7393,29.1565,20:01:00,3.8357
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,2.5568,7.8023,28.5445,21:01:00,3.9809
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,1.8272,7.6889,28.8637,22:01:00,3.388
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-17,0.3152,7.6007,29.0328,23:01:00,3.3033
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.5504,7.6196,28.9923,0:01:00,3.1944
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.6032,7.6133,28.8994,1:01:00,3.2186
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.4544,7.1786,28.811,2:01:00,3.146
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.7952,7.3172,28.724,3:01:00,3.388
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.6656,7.3676,28.762,4:01:00,3.1581
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.9968,7.3109,28.4925,5:01:00,3.0734
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.8,7.3109,28.5865,6:01:00,2.662
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.848,7.2731,28.5662,7:01:00,3.1581
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.2224,7.1597,28.6215,8:01:00,3.0008
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.9968,7.1408,28.5958,9:01:00,2.6862
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.0736,7.0589,28.7725,10:01:00,2.9403
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.8576,6.9959,28.8305,11:01:00,2.7709
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.2224,6.725,28.6683,12:01:00,2.6257
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.2368,6.725,29.0659,13:01:00,2.6983
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.9136,6.8573,29.2303,14:01:00,3.0008
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,2.4224,6.4919,29.2397,15:01:00,3.993
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.4672,6.8321,29.3134,16:01:00,3.8841
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.8944,6.8447,29.3061,17:01:00,3.7994
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.5392,6.8069,29.1871,18:01:00,4.0293
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,1.2944,6.8699,29.0967,19:01:00,3.6784
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.8048,6.914,29.0154,20:01:00,3.8357
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.944,6.8762,28.9273,21:01:00,3.1944
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.8,6.9329,28.8798,22:01:00,3.4606
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-18,0.632,6.9581,28.8037,23:01:00,3.3517
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.2624,6.9266,28.7058,0:01:00,3.4364
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.0848,6.914,28.67,1:01:00,2.8919
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.32,6.8888,28.6095,2:01:00,3.4001
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.5888,6.9203,28.5933,3:01:00,3.0976
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.248,6.9203,28.6102,4:01:00,3.2065
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.6368,6.9203,28.6382,5:01:00,3.4122
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.8144,6.8951,28.6361,6:01:00,3.4364
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.2672,6.9077,28.6371,7:01:00,3.0613
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.4256,6.8951,28.6165,8:01:00,3.2549
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,0.6176,6.8447,28.6448,9:01:00,3.0613
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.7056,6.8825,28.8167,10:01:00,2.7225
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.792,6.851,29.3068,11:01:00,2.7346
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.6912,6.8384,29.6177,12:01:00,2.783
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.4464,6.8636,29.5161,13:01:00,3.5816
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.4896,6.9518,29.3432,14:01:00,3.7873
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.5328,6.8573,29.2976,15:01:00,4.4528
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.4128,6.9392,29.2929,16:01:00,5.6265
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.5616,6.8195,29.1194,17:01:00,4.8642
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.5568,6.914,29.0488,18:01:00,3.8962
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.7584,7.0526,28.9336,19:01:00,3.7389
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-2.0656,7.0715,28.8504,20:01:00,3.8478
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.7824,7.0778,28.7823,21:01:00,3.7752
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.864,7.0841,28.7105,22:01:00,3.8115
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-19,-1.9024,7.04,28.5822,23:01:00,3.1339
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.936,7.0085,28.605,0:01:00,3.1702
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-2.0608,6.9896,28.4943,1:01:00,2.9161
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.9168,6.9959,28.3347,2:01:00,3.4243
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.9456,6.9518,28.3038,3:01:00,3.388
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.8304,6.8825,28.275,4:01:00,3.3275
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.9456,6.9203,28.2565,5:01:00,3.1823
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.9264,6.914,28.3093,6:01:00,2.8798
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.9312,7.0337,28.4084,7:01:00,3.0734
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.984,6.9581,28.5321,8:01:00,2.8556
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.8832,7.0085,28.6673,9:01:00,2.7346
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.8208,6.914,28.9192,10:01:00,3.1097
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.7968,6.8825,29.2435,11:01:00,3.0855
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.6816,6.9329,29.5525,12:01:00,2.8435
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.3888,6.8888,29.6013,13:01:00,3.6542
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.3312,6.8762,29.7881,14:01:00,4.2108
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.2832,6.9014,29.9348,15:01:00,4.8642
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.2208,6.9392,29.8678,16:01:00,5.7112
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.1632,6.851,29.8113,17:01:00,6.0379
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.0528,6.8384,29.7913,18:01:00,5.6628
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.3456,6.8384,29.4711,19:01:00,5.5055
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.3648,6.851,29.4201,20:01:00,5.9653
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.3024,6.7817,29.4125,21:01:00,5.2635
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.4656,6.8132,29.4254,22:01:00,4.5496
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-20,-1.6816,6.8132,29.3176,23:01:00,2.8919
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.7632,6.788,29.2146,0:01:00,3.3396
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.9072,6.851,29.1713,1:01:00,3.3638
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.96,6.8069,29.0924,2:01:00,2.9524
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-2.1904,6.8573,29.0185,3:01:00,2.9161
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-2.0032,6.8006,28.7936,4:01:00,2.5652
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.864,6.851,28.8184,5:01:00,3.0734
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.8448,6.8132,28.8857,6:01:00,2.783
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.8544,6.8258,29.0832,7:01:00,2.8435
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-2.0704,6.9203,29.183,8:01:00,2.662
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.8736,6.9203,29.3058,9:01:00,2.5894
CCMS_BML,Bolinao,119.9252,16.38712,2022-08-21,-1.8016,6.914,29.482,10:01:00,2.904
